age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
17,Male,USA,5.202044023244173,TikTok,1,Entertainment,50.84192391756613,0,6.447835274475384,High,33.01095969274566
27,Female,India,3.3684435783161746,YouTube,5,Socializing,28.06070298065896,1,6.765786441596804,Medium,54.48173523427917
26,Female,India,1.5203533688866906,YouTube,5,Entertainment,37.17859286960629,1,9.031431115611184,Low,12.09710599313333
27,Female,India,6.658378881053578,YouTube,3,Socializing,33.05217149278825,1,4.707624314139992,High,56.72389278751292
15,Male,Canada,4.319521045952442,Instagram,5,Socializing,10.606439124153962,1,6.776519578262739,Medium,57.527617295784296
26,Female,India,1.9133478646959232,Instagram,4,Socializing,17.696889132312414,1,9.321433393899168,Low,20.183934734458948
26,Female,India,1.6253994770418931,TikTok,4,Content Creation,37.212074567212255,1,8.272155988022439,Low,92.46230506173242
27,Male,UK,2.8729249447881795,TikTok,4,Entertainment,21.15910908420613,1,8.158433842892864,Medium,47.47099469417299
24,Female,Canada,4.116354345499275,Instagram,3,Entertainment,5.515072558422233,1,8.251801096078122,Medium,50.36533675508174
21,Female,India,4.245420903808799,Instagram,2,Entertainment,26.46961455304332,1,6.7458373522071655,Medium,34.93420939437246
25,Male,India,6.096172529598769,YouTube,1,Education,24.60290370828329,0,4.980278672831163,High,18.481514407516208
26,Male,Brazil,3.2505123517220595,Instagram,1,Entertainment,29.7449946924627,1,8.666320287895227,Medium,46.7828907072988
25,Female,India,2.3565592515395286,Instagram,4,Education,35.24687902618852,1,6.889059774130118,Low,57.883690097409286
26,Other,Canada,4.402655042484399,Instagram,2,Entertainment,28.45174516807953,0,6.979364508716628,Medium,20.21716504869009
25,Female,Germany,3.638914419166057,Instagram,5,Entertainment,39.13011438421535,0,8.573994128876581,Medium,44.73161313621289
22,Male,India,3.4798846667314773,YouTube,5,Entertainment,13.087931889079403,1,8.128562740778971,Medium,74.46858015184546
20,Female,India,5.212687920100078,TikTok,2,Education,23.82190214162991,0,6.403531693980623,High,31.301623566254385
17,Female,Germany,4.270737003710304,Instagram,4,Entertainment,43.93360622108214,1,5.912286159223106,Medium,26.632859935200585
22,Other,Brazil,1.5616421346657914,TikTok,4,News,28.54688606537961,0,9.920401454205209,Low,43.84094645827725
16,Male,Brazil,3.5398404771752703,TikTok,4,Education,45.085141206879655,1,6.191833231968301,Medium,63.7392858347506
20,Male,Germany,0.6170677419236377,YouTube,2,Entertainment,20.642927497873977,1,10.0,Low,57.266756300501264
13,Female,India,4.147253408823672,Twitter,2,Entertainment,15.677257589508416,1,7.70827292576605,Medium,51.36759232590329
21,Female,India,2.839808343664565,Instagram,3,Entertainment,22.165167977816147,1,7.420271829220447,Medium,27.431697757541706
19,Male,USA,3.9035775825273937,YouTube,4,Socializing,30.63272957081853,1,4.404757893471654,Medium,57.15576134363155
22,Male,India,3.037546149493811,YouTube,4,Socializing,14.649470647232246,0,7.350757547049547,Medium,26.18932195839417
26,Male,India,3.8367880531189935,Instagram,4,Socializing,19.33264709874481,1,6.875068690106358,Medium,43.99936019179951
18,Male,USA,4.301126385789432,TikTok,2,Entertainment,36.732537838605225,0,7.305452318797499,Medium,35.72263811507887
16,Female,Germany,3.56891638855518,Snapchat,4,Entertainment,9.22520275678363,1,6.756721322460386,Medium,45.414163268513775
17,Female,UK,4.084683335839071,TikTok,3,Socializing,18.88298761074934,0,6.0826505832548055,Medium,77.57722521313667
19,Female,India,4.653699300040823,Instagram,5,Entertainment,39.91010975644659,0,5.74070310219337,Medium,50.095088667620544
14,Male,India,0.5,YouTube,2,News,25.456672499594788,0,9.814909740047876,Low,46.45807708057054
20,Male,USA,2.4253556340402165,YouTube,4,Content Creation,36.24686951444947,1,7.637071473421498,Low,48.28399822095203
20,Female,Brazil,4.112102554416508,YouTube,4,Education,25.722603791518736,0,6.462392802252389,Medium,19.92695681083502
25,Female,India,4.270051605772682,TikTok,4,Socializing,22.53921284197022,1,8.634967448917926,Medium,29.08545876062404
23,Male,USA,3.5583695054951963,Twitter,4,Education,17.357245113608954,0,7.729271901187934,Medium,60.73815045020472
18,Male,USA,3.5681001365879967,YouTube,2,Socializing,24.28443076183455,1,6.9865947555330905,Medium,66.23515259229397
15,Male,Germany,1.863799378310324,YouTube,1,Entertainment,23.034660788106557,0,10.0,Low,28.706338091553214
19,Female,India,0.5,YouTube,2,Entertainment,25.79378370120621,1,9.66368406446321,Low,50.78640648777626
21,Female,USA,6.679649022274399,Twitter,4,Entertainment,29.24622611165765,0,5.038846304279297,High,52.816853187999016
13,Male,USA,4.141816635380335,Instagram,5,Entertainment,30.02856416657564,1,5.770255325123376,Medium,14.852138338629183
25,Female,UK,4.110207031779653,YouTube,5,Socializing,40.23224648836667,0,8.454819696144995,Medium,52.9962705580902
18,Female,India,6.351522659830951,Twitter,4,Education,11.074951878668408,0,7.1827756683516695,High,41.8834623062617
26,Female,UK,5.104950844050361,TikTok,3,Entertainment,22.08481528236858,0,6.138485073188116,High,60.01873301581769
17,Male,India,3.886563196708784,Snapchat,5,Content Creation,16.57472637695252,0,5.5627416980831645,Medium,25.983323612652256
15,Other,India,2.1185372440746217,Instagram,5,Entertainment,25.43773229549666,1,8.624946968362014,Low,41.84331909154011
20,Male,Germany,3.722797016388671,YouTube,5,Socializing,7.278465253878974,0,6.9582491923539935,Medium,43.3092256545366
13,Male,USA,2.6948213046587948,TikTok,3,Content Creation,30.11472782818547,0,7.856435652269283,Medium,63.1262957469933
25,Male,UK,4.65490082127979,Twitter,5,Entertainment,27.90136926723384,1,5.926646159787255,Medium,61.76909119667252
22,Male,Australia,2.3781542969107465,YouTube,3,Socializing,23.068650614894143,1,9.802028307905012,Low,63.59089666631334
27,Female,Germany,4.172894663256264,Twitter,2,Education,24.20072790207549,1,6.571928040196167,Medium,58.54494783141604
15,Male,India,4.745325886544329,YouTube,5,Education,32.70929583083366,1,6.619843408394783,Medium,101.47198925022404
20,Female,India,4.610159536082813,Instagram,1,Entertainment,34.901549111407725,0,5.917358900492354,Medium,55.04569261111834
18,Male,India,4.454480483986075,Twitter,1,Socializing,13.815154825581466,1,5.2050138452002574,Medium,21.9436996206166
24,Male,Germany,4.79659112333878,TikTok,1,Education,21.76998360743935,0,7.334721873933281,Medium,17.03296088654323
20,Female,Canada,1.945693956154092,TikTok,5,Entertainment,6.973625716332609,0,7.601371298597217,Low,53.73097902412227
20,Male,India,4.6301189335264095,Snapchat,3,Content Creation,32.77424880727976,0,6.118741976716237,Medium,25.5553558031194
24,Female,UK,3.862425431045972,YouTube,5,Education,16.587527228990538,0,5.912395993389799,Medium,39.72828394823649
21,Female,India,1.3813317305388422,Instagram,4,Education,20.04883392528541,1,8.142877756931288,Low,42.05634709528113
23,Male,USA,3.5197426628283544,Instagram,5,Entertainment,33.67966753790765,1,6.260176324604365,Medium,40.9394991545932
19,Male,USA,4.6583799134839605,Instagram,3,Entertainment,10.133595828050566,0,5.990026188737712,Medium,31.57746845812964
20,Male,USA,5.217923008621801,YouTube,5,Education,33.90504805139234,0,4.562146950622885,High,2.917798368410807
21,Male,India,4.782408127181848,TikTok,3,Entertainment,40.23060517360047,1,4.712083355512545,Medium,39.05244465380029
17,Male,UK,2.23060306335828,Instagram,1,Entertainment,41.9114160091639,1,6.239150853279854,Low,56.755017751013526
23,Male,India,3.6520035327329214,Instagram,4,Entertainment,23.433282203374624,1,6.557801605824452,Medium,31.527830468816752
25,Male,Germany,5.306512006048896,TikTok,1,Entertainment,5.536719059149441,1,5.6941334114529685,High,21.392564669456803
27,Female,India,4.408763790385301,Snapchat,1,Socializing,22.61489105246557,1,5.075539937076221,Medium,57.00821645965976
19,Female,India,4.871721203316637,YouTube,3,Socializing,13.17854946681079,1,6.448071617228861,Medium,42.44319466206698
18,Female,UK,2.913673928635002,Instagram,3,Socializing,29.179793935716692,1,5.669272738578518,Medium,73.96937314715578
18,Other,Germany,3.237261611408855,Twitter,3,Education,15.122998263532596,0,8.062771106015303,Medium,18.3361828647153
21,Male,USA,3.86101056463932,Instagram,1,Content Creation,19.37020095684225,0,6.515305244650777,Medium,75.60086285228186
27,Male,Canada,3.2377208835008937,Snapchat,4,Entertainment,37.40088377947853,1,7.378652488177393,Medium,75.6906225770557
17,Male,India,5.559217211904375,TikTok,1,Entertainment,23.652304881788023,0,4.786289724198324,High,60.49140588010343
20,Male,USA,6.050843536510042,TikTok,2,News,16.180209514463314,0,5.59640712741213,High,27.47953151587879
16,Male,India,3.812931906765328,TikTok,3,Entertainment,35.327470294004044,1,7.281177228718935,Medium,23.505251574050742
18,Female,Australia,6.281906863316036,Instagram,1,Socializing,27.161330904138133,1,5.448191243014405,High,36.14700308180009
13,Male,Canada,4.994640467800281,Instagram,3,Entertainment,31.37035768673265,1,4.727282634879675,Medium,27.23843172651533
21,Male,USA,4.929683694126119,Snapchat,5,Entertainment,44.54828080570074,1,6.548483089592149,Medium,40.27707275342418
25,Male,USA,1.7233235537988243,TikTok,1,Socializing,17.73716603380862,0,8.796584146398677,Low,45.22607694930081
13,Male,Canada,1.8431582533434223,TikTok,3,Education,27.273264274147504,0,8.39352277581132,Low,32.68035691507786
24,Female,India,4.135004581168222,Instagram,4,Socializing,20.92492047676285,0,7.156389530690447,Medium,42.511178284447325
18,Female,India,2.859810475021732,Instagram,4,Entertainment,34.177264071476785,1,9.304945627694476,Medium,22.893765331767117
14,Male,Brazil,0.5,TikTok,3,Education,27.45073616336615,1,9.566773705715416,Low,59.872113697996845
16,Male,India,5.150908255139568,Instagram,5,Education,34.34543913330053,0,6.433208760039915,High,76.1072223895926
24,Female,USA,5.000067380074369,Instagram,3,Entertainment,32.691986788181154,0,7.425012752184855,High,67.02462247349041
22,Male,India,1.3975312216696296,Twitter,5,News,24.04609404344037,0,8.332014263894147,Low,0.0
23,Male,Germany,6.929834527263303,Twitter,5,Entertainment,31.88808054533132,0,4.758052523361431,High,31.885577298922836
15,Male,USA,3.046762089814262,YouTube,3,Entertainment,46.83622512043498,0,7.144045212797635,Medium,56.425443329498485
19,Male,India,1.653541459103543,TikTok,3,Entertainment,26.70140755714501,0,10.0,Low,27.639215514521148
19,Female,India,3.862435222349792,Snapchat,1,Entertainment,14.381693596213232,1,7.723119248832504,Medium,28.509775978437517
19,Female,Australia,4.906722666570864,TikTok,5,News,26.44774467457405,0,7.201586833577732,Medium,26.20676367146952
24,Female,Canada,3.482685879129505,YouTube,1,Entertainment,26.570054503755696,1,7.63614457509376,Medium,13.799486099634263
20,Male,Canada,2.344732427826863,Twitter,4,News,20.119188111110464,0,7.365742606270976,Low,49.32670302777414
23,Male,India,3.4894137695614944,Instagram,5,Socializing,8.488212241531404,0,7.548512878057448,Medium,76.50840812916778
27,Female,India,3.5234792553525893,Instagram,1,Education,21.575634107801857,1,4.968048563323593,Medium,39.18762825256579
16,Male,UK,5.196169039157944,TikTok,5,Education,27.918681825878373,0,6.0438490498190856,High,30.69040313629612
20,Female,Brazil,1.5500060468845716,TikTok,4,Education,33.72864572658061,0,7.449862047265888,Low,24.16699406768977
16,Male,USA,5.207369640155261,Snapchat,1,Entertainment,26.16801536318854,1,5.087966756885121,High,23.67009591071073
18,Female,USA,3.85363103363429,Twitter,1,News,28.554223944844885,1,6.527694135852391,Medium,38.6201297562815
19,Male,India,1.5825329506632455,YouTube,4,Entertainment,13.299444983644024,1,9.622720383618825,Low,31.6291363377711
23,Male,India,4.404633301324801,YouTube,5,News,19.512275901677967,1,6.517140896670119,Medium,11.24023705229095
26,Male,UK,2.028580691076347,Instagram,2,Socializing,37.07790838165955,1,9.648801657295587,Low,34.744554101216266
21,Female,Canada,1.6243096049989538,Twitter,3,Socializing,21.26988465093844,1,8.992645755364375,Low,60.029067887818165
26,Male,Canada,4.307745556439907,YouTube,2,Entertainment,18.069971314613284,1,5.963636316507864,Medium,33.717914486066775
19,Male,India,1.686262537141061,YouTube,2,Entertainment,22.867578395372195,1,8.705807785998633,Low,36.12587745846559
15,Female,USA,2.8626916662303823,YouTube,1,Socializing,13.32938628396308,0,9.29299172767433,Medium,35.22311496559558
16,Male,Germany,5.047979835618058,YouTube,4,Socializing,57.9311297753744,1,3.3516814416185907,High,54.953255672958505
14,Male,Germany,3.7559757316233178,Instagram,1,Socializing,19.076217687030685,0,6.529379080492743,Medium,16.991645234382684
25,Male,India,3.296464333830753,Instagram,5,Socializing,12.008108213545082,1,7.579558352659884,Medium,31.45208503509366
23,Male,India,2.561286435495904,TikTok,1,Socializing,5.0,1,8.772375976252839,Medium,40.35504198345016
16,Male,Australia,4.748902817073783,Instagram,1,News,38.59855320959888,1,4.995023980092113,Medium,23.79941951637673
22,Female,UK,2.012175878345694,YouTube,4,Socializing,15.685845508741767,0,9.647400607447151,Low,11.993959652243165
20,Male,USA,0.8115762822238066,Instagram,1,Education,17.42004873146168,0,8.645838617030368,Low,55.26418748322743
22,Female,Germany,2.407733765532627,YouTube,2,Entertainment,45.86182450058188,1,7.531052397077101,Low,86.5611034974672
24,Female,Brazil,4.082922257336966,TikTok,5,Entertainment,28.760855760099894,0,6.521299770291286,Medium,62.954114576427216
27,Female,Canada,9.356448126626798,TikTok,2,Entertainment,38.476780369969134,0,1.5102973608923196,High,38.13332555232664
17,Female,Germany,3.162567922366711,YouTube,5,Socializing,32.489519140856025,1,6.8740497541582375,Medium,26.562208576469335
27,Female,Germany,2.7629390054482665,YouTube,4,Entertainment,33.55880812255149,1,4.5998497772916505,Medium,44.82555914250794
25,Female,India,5.444019714334999,YouTube,3,Entertainment,16.189634698012988,1,6.334614746954212,High,96.6310049151985
20,Male,India,3.108988982276345,Instagram,5,Entertainment,16.13768382231436,1,8.378206439054921,Medium,12.490582283619602
23,Female,Canada,3.912294595571809,Twitter,1,Education,35.00935003144639,0,7.2016306928090845,Medium,63.925678626662574
24,Other,India,2.831649157660987,Instagram,4,Socializing,11.778361869770364,0,7.089909778686485,Medium,52.89787973613817
22,Male,USA,5.495178072803499,TikTok,2,Education,20.629394498107963,0,4.654825057019934,High,44.863281796267344
14,Female,India,3.5574803651946603,Instagram,1,News,23.87032374072416,1,5.758591433557197,Medium,21.86359217764104
24,Male,India,4.346479742821469,Snapchat,3,Socializing,22.441331099966607,0,6.4781962198748095,Medium,27.866506421888737
23,Female,India,2.805529634784386,TikTok,5,Socializing,16.308978912834068,1,9.077097942005247,Medium,23.945718474030787
25,Female,India,1.764239324721916,Twitter,4,Entertainment,42.18980621392127,1,8.95841789541547,Low,45.76957728346128
26,Male,India,3.307357207546299,TikTok,2,Entertainment,41.25002408781442,1,6.454584741770948,Medium,40.12744136125525
20,Male,USA,3.4636612517374936,Instagram,5,Socializing,16.578337685300717,1,7.073864881074209,Medium,55.89413655937171
18,Female,India,2.6969656778902644,Snapchat,3,Entertainment,20.85920321985209,0,7.298730826158701,Medium,0.0
27,Female,India,4.319899007723865,Instagram,3,Entertainment,30.796282693282347,1,6.933826918847522,Medium,42.49909615069908
19,Male,Canada,1.7273379077640194,Twitter,2,Entertainment,31.099332768939853,0,8.057253484022073,Low,4.889507896982771
24,Female,Brazil,2.378447687659444,Twitter,2,Entertainment,25.3795585860751,1,8.478616381844631,Low,21.77901629101505
21,Female,USA,2.777123761702402,TikTok,4,Education,26.20915582397996,1,6.8693994759579935,Medium,72.17977323342075
13,Female,Germany,4.70835933221996,Twitter,1,Socializing,22.18481107559821,1,5.712389014005594,Medium,50.537733568360565
18,Female,India,6.115416546387834,Snapchat,2,Education,5.0,0,4.8388223050522114,High,42.58676143174202
20,Female,Canada,3.842279649607149,TikTok,3,Socializing,38.14578049308629,1,6.657791333247406,Medium,35.24302598094958
25,Female,India,3.0815800401211435,YouTube,4,Education,18.790793674031256,1,6.748877371051648,Medium,42.30367425685967
13,Male,India,3.539695800412465,TikTok,3,Education,13.960100909130528,1,6.675384383972455,Medium,11.305576450377664
23,Other,USA,3.8785370841342326,Twitter,4,Socializing,41.06157639080397,1,8.119841192840925,Medium,36.3331074380062
22,Other,USA,5.32339170109471,TikTok,1,Socializing,8.470362347333229,0,5.819512760654297,High,79.08792562248681
16,Male,Canada,2.958287854372611,Twitter,1,News,10.62690631976174,0,8.40220931954859,Medium,66.73872037126452
18,Female,USA,3.247282382676249,TikTok,3,Entertainment,15.105322715654845,1,6.178459288328571,Medium,25.116490251604283
27,Male,Brazil,4.259554403643273,Instagram,5,News,19.704351137380527,1,8.329763598453605,Medium,27.8663195334133
14,Male,India,3.212427094081596,YouTube,5,Content Creation,5.665727516200889,1,6.409599745941071,Medium,55.37959970801366
14,Male,India,3.0479576589680413,TikTok,3,Entertainment,11.642992665136278,1,8.394739574459974,Medium,27.4089380871367
18,Other,India,4.402171403634008,YouTube,1,Education,23.0296425277159,1,7.691006332821274,Medium,56.58092202128866
21,Male,USA,6.032669683059836,YouTube,4,Socializing,27.67988716976824,1,3.987824724258454,High,33.001343086302896
18,Male,Germany,4.422274581289972,TikTok,4,Entertainment,14.53037080639338,1,6.616717505951384,Medium,31.550397624610326
15,Female,Germany,4.696361399220908,Twitter,2,Entertainment,31.172121842712336,0,8.45884652957918,Medium,19.258160323415467
20,Female,USA,5.494420618044499,TikTok,2,Entertainment,47.07727484285855,1,8.040417231851967,High,60.66198948740828
20,Female,USA,2.2543700235199355,Instagram,5,Content Creation,36.20840847484817,1,8.960800824907274,Low,44.43299008444154
27,Female,Germany,3.1931449475952567,YouTube,1,Content Creation,35.35494097220558,1,8.21929221649508,Medium,56.24346743091608
21,Female,USA,3.9512234152891392,Instagram,1,Entertainment,5.0,1,6.885316272609445,Medium,38.83526407490876
26,Female,India,4.82355376422547,YouTube,4,Education,31.42171100137563,1,5.726013629647172,Medium,34.59728048972494
17,Male,India,4.397690028488331,TikTok,3,Entertainment,25.73259375333822,1,5.3267286037735575,Medium,42.94170898366048
13,Female,USA,4.583424332635131,Instagram,4,Socializing,11.207278997449295,0,6.184919872573773,Medium,42.85256027238852
17,Female,India,1.066570627354717,Instagram,5,Content Creation,20.183049935217245,0,9.309179779528018,Low,56.83013108138772
15,Female,UK,4.331029515337332,Snapchat,5,Socializing,34.109963988005134,1,6.897225330212303,Medium,34.66783637303715
20,Other,UK,3.977972323356999,TikTok,1,Socializing,10.701795830728402,1,6.555265942911226,Medium,62.63093395807789
25,Male,USA,5.416701503462461,Snapchat,2,Entertainment,22.840391819069367,1,5.928230521813505,High,55.92558709526699
25,Male,Brazil,5.293130910502324,TikTok,1,Entertainment,18.030525011025706,1,7.183585678250937,High,51.75434953845489
20,Female,Australia,1.5125749533946635,Instagram,5,Entertainment,14.336107437284063,0,8.491959961595406,Low,47.5458513125076
16,Male,USA,3.5196398447342965,Instagram,5,News,15.517559311872528,1,7.872449742341617,Medium,70.80019618539339
13,Female,UK,1.87440715239386,YouTube,2,Socializing,21.10087135427337,1,8.299861604235248,Low,22.54659217700975
19,Male,USA,3.0277976212711915,Instagram,1,Education,16.49762901569023,0,6.884512366493997,Medium,28.183481879062327
26,Other,Canada,3.968444947228378,YouTube,5,News,22.59103170846892,1,6.781173629609294,Medium,21.785669330774017
26,Male,Brazil,5.658515017250157,Snapchat,1,Entertainment,16.371136415066424,0,6.948047770329595,High,64.37304103008714
23,Female,UK,3.9322646733423694,TikTok,4,Content Creation,28.51568209746372,1,7.727130650096713,Medium,29.693044304309947
16,Male,USA,1.6334505537301032,YouTube,1,Content Creation,9.82614019154176,0,8.571218535996644,Low,41.804131614513295
21,Female,USA,4.977357130361393,Instagram,5,Socializing,35.99199832111298,1,4.89255976221968,Medium,15.698129606890852
26,Male,India,3.477872934253691,Twitter,1,Education,11.77467831246488,0,9.672434342027062,Medium,38.49828626542406
13,Male,Brazil,3.677722361431605,Instagram,3,Entertainment,30.7756704817362,0,6.581974128457243,Medium,26.212661742077024
15,Other,India,3.097269410907872,TikTok,1,Entertainment,28.84654716207605,0,7.017898999312715,Medium,38.66092986432791
13,Male,Brazil,4.4777374244514565,YouTube,2,Socializing,29.606083867459446,1,7.945355101374035,Medium,21.07842895390609
23,Male,Brazil,5.075854249362935,Instagram,2,Education,38.674775055331146,0,5.140992637760468,High,2.729688672169516
24,Female,India,0.792086422722174,Snapchat,5,Socializing,22.450332239965466,0,7.836948972723216,Low,29.75787630578789
20,Female,USA,3.559847757366467,YouTube,5,Entertainment,29.511343997295626,1,8.638203177800397,Medium,33.1983063907451
20,Female,Germany,1.7211688575051924,Instagram,1,News,23.41944849221667,1,8.666614863922119,Low,69.73627571368388
13,Male,India,3.492064862834238,Instagram,2,Entertainment,16.79965154078001,0,6.288303665246087,Medium,67.79295953479513
19,Male,India,4.41314040777427,YouTube,3,Socializing,32.81718416268654,0,5.311364183691268,Medium,67.04471402277306
18,Female,USA,0.5,Instagram,4,Socializing,12.44328013757049,0,8.323391960995343,Low,53.32650606707372
24,Male,USA,2.727501493513869,YouTube,5,News,28.72490169028726,0,8.376647774060336,Medium,15.921765213946454
24,Female,India,4.296994092877887,TikTok,1,Entertainment,20.34457750803756,1,6.10031742577073,Medium,10.54245200479981
23,Male,India,0.7591102094190685,YouTube,5,Entertainment,15.056494778165106,0,8.160750255534907,Low,0.0
22,Female,USA,3.223841651138845,Instagram,2,News,5.0,1,8.329085381788346,Medium,32.2946497057941
26,Female,Australia,2.3244432564347925,YouTube,4,News,27.044174630050243,0,7.708413648198798,Low,21.15576936268172
24,Male,Brazil,3.566313872444251,Snapchat,5,Entertainment,25.58311181001653,1,5.256259977330389,Medium,66.38905235300872
24,Female,USA,2.309236123828864,Twitter,2,Entertainment,26.33628257181745,1,8.153398298257672,Low,34.082912709249605
21,Female,USA,3.667101593088359,TikTok,4,Education,15.303107302044484,1,7.0867837528989055,Medium,10.889637493378116
20,Female,India,4.827648079210891,Instagram,3,Entertainment,20.891100672554632,1,7.1012163414995095,Medium,38.609131089815946
27,Male,USA,1.3338096690002996,TikTok,1,Entertainment,33.36463112789844,1,7.541180370566069,Low,45.67322048862691
23,Male,USA,4.04797014655016,YouTube,5,Education,19.3192974431004,1,6.045316134728906,Medium,36.38702327408393
19,Female,India,0.5690137994686957,YouTube,5,Socializing,30.83588577548157,1,9.702580330397227,Low,61.684866425730526
18,Female,Brazil,0.5,Instagram,4,Entertainment,29.87127652206719,1,9.294738331974266,Low,37.055830661929775
21,Male,India,4.035545476415943,Twitter,1,Socializing,28.62245851465828,0,7.95805405545868,Medium,40.33008986647878
21,Female,USA,4.158431996843415,Instagram,3,Education,6.892027093784353,1,6.251184213204652,Medium,45.7971957221905
26,Male,Australia,2.639171776502277,YouTube,3,Education,34.15381846542398,0,5.885425902469724,Medium,28.96182131916805
24,Female,Brazil,2.3983524005750345,Instagram,1,Socializing,29.380907447803143,0,8.875662938735601,Low,39.088947324534
19,Female,USA,5.134476861352983,Snapchat,1,Education,41.500025787172326,0,4.464139676594736,High,38.77910817295472
17,Male,India,5.913022412470347,YouTube,2,Socializing,44.71827393872791,0,5.159217045314168,High,47.38693331262358
25,Female,UK,5.164141040733795,Twitter,2,Entertainment,31.00408348971673,1,5.722177190558227,High,23.68285270349261
13,Male,USA,3.066104317682512,TikTok,4,Entertainment,31.87669563073753,0,5.769739961728562,Medium,40.10864807809635
16,Male,USA,2.8525252725528496,Instagram,1,Entertainment,5.0,1,7.8133622474299,Medium,33.447922937857946
14,Male,India,3.2596094450689264,Instagram,2,Entertainment,5.0,1,6.530356243413159,Medium,37.44505637131832
18,Female,Germany,3.759054935428636,Instagram,5,News,32.33989756994916,0,7.4621997443049075,Medium,5.308812642745103
25,Male,Canada,3.1301612228079017,YouTube,3,Entertainment,31.378038553012203,0,6.810695306345516,Medium,52.28380741079101
19,Male,India,3.0253116911566065,Snapchat,5,Entertainment,26.488478497378622,0,6.494646773818943,Medium,52.58825850727403
22,Male,India,5.196138109020195,YouTube,4,Entertainment,45.0393126205715,1,4.820000003050973,High,30.87294865577464
14,Male,USA,3.834387448388313,TikTok,1,Entertainment,29.98688008390885,1,7.534411676412858,Medium,49.10816217884168
25,Male,Germany,3.10995183928904,YouTube,4,Education,37.35008104345445,0,7.281462394063703,Medium,62.58041785038337
15,Female,India,2.0059610666471785,Instagram,5,Socializing,35.410032757660005,0,9.3509922626819,Low,23.229781392292065
26,Female,USA,4.176719164507877,Instagram,3,Socializing,40.26915004437121,0,6.141939950686209,Medium,55.99252603399545
20,Female,India,4.107989682005575,YouTube,4,Entertainment,36.58552205969906,0,6.9954025014139365,Medium,57.38335242717263
22,Male,Canada,5.727518506557008,Twitter,2,Entertainment,9.937430380140134,0,6.1667238165393705,High,56.658415989917735
20,Female,India,6.711674561816038,TikTok,4,Entertainment,31.465153054129964,0,4.680431867447084,High,48.36994818400703
19,Male,India,5.02420252421347,YouTube,4,Content Creation,11.242116216837728,1,7.257145285579834,High,20.3710558951965
27,Female,Australia,2.3226072493043324,TikTok,1,Entertainment,13.74813206476884,0,7.656767435774538,Low,28.19512447711654
22,Female,Australia,2.0478238624726903,TikTok,1,Socializing,33.161408838029935,0,7.611277644228083,Low,45.80087672791269
15,Female,India,3.628952166091785,Snapchat,5,News,22.18660110158536,1,7.224209071178713,Medium,40.62103814696194
20,Male,USA,3.147309198521203,Twitter,4,Content Creation,23.653660435921584,0,6.2109842341393895,Medium,36.07929323650352
26,Male,India,3.4846229204228574,YouTube,3,News,28.185717256782265,1,7.451611077432531,Medium,77.59575521009286
18,Male,Germany,1.956479598943233,TikTok,2,News,20.94348726664845,1,7.709183235146401,Low,25.34107464696872
23,Male,USA,4.056020214951934,Instagram,1,Entertainment,39.04530812367956,1,5.443181622777984,Medium,32.793198639578755
27,Female,USA,3.553177380894058,YouTube,1,News,19.4900732309829,0,7.42807598975112,Medium,45.69250577882352
25,Female,India,5.104066845103159,Snapchat,2,Entertainment,22.989199334958208,0,5.271042390235193,High,50.45952174828953
19,Female,Canada,4.585182962531272,Instagram,1,Entertainment,16.27937693204646,0,5.219711441905231,Medium,49.2284423528632
16,Female,India,6.198640271393456,TikTok,3,Education,11.387285077779309,0,3.603614011277696,High,34.703795804885175
20,Female,India,2.167065915285354,Snapchat,5,Education,38.65708249791675,1,7.614174319169559,Low,42.41944505852819
27,Male,USA,4.911523874785948,Instagram,3,Entertainment,34.19362900299978,0,6.570177312858476,Medium,75.17816283315013
17,Female,USA,1.9596456742305268,Instagram,4,Education,17.76266206786569,1,8.603590769415826,Low,24.85195142889473
26,Female,USA,3.319162559339501,YouTube,5,Socializing,43.42262812092032,1,6.511500705364674,Medium,26.24639053527821
26,Male,Germany,1.5500512531366024,Snapchat,1,Entertainment,15.828094544393274,0,7.184236214710332,Low,81.59161832162181
26,Female,India,2.760426150875656,Instagram,4,Education,17.864162831668295,1,6.97071518197219,Medium,50.55080806737735
21,Female,India,6.478403978534184,TikTok,4,News,37.176119596560994,1,4.792872131020268,High,8.593120251268683
17,Female,Germany,4.272701982601381,TikTok,3,Education,33.44404945442854,0,5.371448146134792,Medium,44.30863777577313
26,Male,Brazil,4.396122050391583,Twitter,5,Entertainment,44.36837968339107,1,4.862415187626756,Medium,17.478677416756167
19,Male,Brazil,2.1022164199212705,Twitter,1,Education,20.71576407143062,1,7.8993548659161315,Low,71.3230128916585
24,Female,India,7.410087733200673,Instagram,3,Socializing,38.66629570525087,0,3.2256732799495738,High,64.5799041587446
27,Female,Brazil,4.213004187889462,Twitter,4,Entertainment,12.99043106277195,0,5.688567736628562,Medium,19.374552264699105
17,Male,Germany,2.5600526270242137,TikTok,2,Education,27.924952957144107,1,7.94692640071745,Medium,47.47485072238388
14,Female,India,4.323004676931645,Instagram,4,Socializing,37.874394640206205,1,6.838961841329844,Medium,81.91975017681924
17,Male,Germany,3.358491807976688,TikTok,2,Entertainment,18.366451363549096,1,7.726106918233085,Medium,35.302722161785915
